Bid,Bid_Quantity,Ask,Ask_Quantity
686500.0,21.0,692500.0,36.0
686000.0,36.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:48.494073900
687000.0,16.0,687500.0,1.0
686500.0,21.0,692500.0,36.0
686000.0,36.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:48.534073900
687000.0,16.0,687500.0,1.0
686500.0,21.0,692500.0,36.0
686000.0,36.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:48.572073900
687000.0,16.0,687500.0,1.0
686500.0,21.0,692500.0,36.0
686000.0,36.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:48.612073900
687000.0,16.0,687500.0,1.0
686500.0,21.0,692500.0,36.0
686000.0,36.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:48.653073900
687000.0,16.0,687500.0,1.0
686500.0,21.0,692500.0,36.0
686000.0,36.0,693000.0,61.0
TimeStamp,2014-02-14D08:53:48.689073900
687000.0,16.0,687500.0,1.0
686500.0,21.0,692500.0,36.0
686000.0,36.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:02.488905900
687000.0,16.0,687500.0,1.0
686500.0,21.0,692500.0,36.0
686000.0,36.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:09.963821900
688000.0,16.0,687500.0,1.0
687000.0,16.0,692500.0,36.0
686500.0,21.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:09.963821900
688000.0,16.0,688000.0,1.0
687000.0,16.0,692500.0,36.0
686500.0,21.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:10.794809900
688000.0,16.0,688000.0,1.0
687000.0,16.0,692500.0,36.0
686500.0,21.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:10.830809900
688000.0,16.0,688000.0,1.0
687000.0,16.0,692500.0,36.0
686500.0,21.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:11.076809900
688000.0,16.0,688000.0,1.0
687000.0,16.0,692500.0,36.0
686500.0,21.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:11.202809900
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:11.713797900
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:12.324797900
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:16.379747700
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:19.893701900
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:22.401674700
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:27.807605900
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:29.812581900
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:31.692557900
688000.0,16.0,688000.0,1.0
687500.0,16.0,692500.0,36.0
687000.0,16.0,693000.0,61.0
TimeStamp,2014-02-14D08:54:44.725401900
